file_name,transcript,parl_intent_intent_1,parl_intent_intent_2,parl_intent_intent_3
3533_9ac0ce7c376011ed9f040603bdd00153.wav,"(inaudible)because they have scandals,one after the other.The mo the way the money is is spent does not make anybody to have confidence in even supporting the allocation to be increased",The speaker is expressing a lack of confidence in the current allocation of funds due to scandals.,The speaker is questioning the justification for increasing the allocation of funds.,The speaker is criticizing the government's handling of finances and seeking to undermine support for the proposed increase.
3534_e5d952da377411eda89d0603bdd00153.wav,accompany the committee; and one of the observations of the committee was that there was this building - that is tangible building at the end of that outer Ring road; at the junction between the eastern [inaudible],The speaker is providing context and background information to support their argument.,The speaker is referencing a specific observation made by the committee to justify their point.,The speaker is setting the scene and establishing a visual reference point for further discussion.
3535_1af28b46375f11ed8a810603bdd00153.wav,"Senator Haji. Traditionally,all these Senators come from counties that have in fact supported government since independence,its most unfortunate. And yet they are treated as if.",The speaker is expressing a sentiment of discontent towards the treatment of certain Senators.,The speaker is highlighting a perceived disparity in the representation of Senators from different counties.,The speaker is attempting to justify or explain a particular perspective or grievance.
3536_5c99c8d0376d11eda89d0603bdd00153.wav,"Resources on the water project undertaken within 47 counties. In this statement the committee should 1, enumerate the number of water projects per",To request a detailed breakdown of the water projects undertaken in each of the 47 counties.,To provide a clear and organized overview of the water project distribution across the regions.,To facilitate a more informed discussion by presenting the data in a structured manner.
3537_a5ec8364375f11eda0aa0603bdd00153.wav,"All should be carried out in the floor of the assembly so that when it goes to the office of the governor, the office of the clerk and these panelist, these committee members are not ",The speaker is proposing a procedural measure to ensure the committee's work is carried out in the assembly.,The speaker is seeking to clarify the process for the committee's work to be executed in the assembly.,The speaker is advocating for the committee's work to be conducted in the assembly for transparency and accountability.
3538_73b03508375f11ed9ef90603bdd00153.wav,"Its the right time,its the right time that we should tell them to go home. They can give us the money if they want,we will pay them but they cannot give us these bad money which will kill us. Madam speaker,when they (inaudible).",The speaker is urging the opposition to leave the premises.,The speaker is expressing a condition for accepting financial compensation.,The speaker is requesting the speaker of the house to intervene or clarify a point.
3539_649449aa376511ed9ef90603bdd00153.wav,"[Inaudible]that's double jeopardy. So what is happening now is that we just need to reason and see how best we can be able to assist. I support the police in doing their job 100%,but i think also what we need to do is to find a way.",Support the police while also finding a solution to a problem,Express support for the police while suggesting a need for further action,Seek a collaborative approach to assist the police in their job
3540_ec3be832375f11edb72e0603bdd00153.wav,Joined the Ethiopian Prime Minister to open the the much hyped lapset projects that were supposed to run from Lamu all the way through is Yolo and Tucana and all the way to South Sudan and Ethiopia. It was supposed to be historic.,To highlight the significance of the Lapset projects,To provide context about the scope of the Lapset projects,To express skepticism about the projects' actual implementation
3541_5f1df0fa376711edb0240603bdd00153.wav,"Into illness. But then, you already being you know, first to go through some form of psychological trauma by the fact that you have been put into this world differently and then you go through another",The speaker is attempting to establish a connection between the challenges faced by individuals with disabilities and the broader societal implications.,"The speaker is providing a personal perspective on the experience of living with a disability, highlighting the cumulative effect of trauma.",The speaker is setting the stage for a discussion on the need for support and understanding for individuals with disabilities.
3542_2ee6caf2376b11eda89d0603bdd00153.wav,Has to be inappropriately titled as the Land Value Index Laws Amendment Bill because in effect what you're doing is to amend the Land Act and I think one other legislation that deals with resettlement.,The speaker is pointing out a discrepancy between the bill's title and its actual content.,The speaker is questioning the accuracy of the bill's title.,The speaker is highlighting a potential issue with the bill's naming convention.
3543_8b0f2270376b11edb72e0603bdd00153.wav,"I  don't agree with what Siri is proposing. What happens? I think that needs to come out.And then there is also the in terms of benefit sharing agreement, there is a clear agreement that spells out what is.",The speaker is expressing disagreement with a proposal made by Siri.,The speaker is seeking clarification on the consequences of the proposal.,The speaker is highlighting the importance of a specific agreement related to benefit sharing.
3544_89137d42375f11eda0aa0603bdd00153.wav,"To be smooth, for example, maybe at the county level it's good to legalize and also formalize the process of actually coming up with a county Hall of Fame bill at that level, so.",The speaker is suggesting a proposal to formalize the process of creating a county Hall of Fame at the local level.,The speaker is advocating for the legalization and standardization of a county Hall of Fame bill.,The speaker is proposing a framework for establishing a county Hall of Fame at the county level.
3545_32fbd6a4377111ed97f90603bdd00153.wav,impact information or ideas Mr speaker and Mr speaker the only limitation that right in article 33 is what is found in article 24 of our constitution and Mr speaker,To clarify the relationship between article 33 and article 24 of the constitution.,To establish a connection between the current proposal and existing constitutional provisions.,To highlight a limitation on the current proposal based on constitutional precedent.
3546_3e37a9a2376d11eda89d0603bdd00153.wav,"It's an important petition. Honourable Speaker, we that assign the citizens of the republic of Kenya.",Supporting a proposal,Providing justification,Requesting recognition or attention
3547_987b6a8c376f11ed97f90603bdd00153.wav,"Mr. Speaker, I have one. I must mention to this house that I have been concerned with any society where the cost of blaming a government must be sensitive to the cost of living of its citizens.",The speaker is expressing concern about the impact of government accountability on citizens' living costs.,The speaker is highlighting the need for a balanced approach to government accountability and citizen welfare.,The speaker is suggesting that the cost of holding the government accountable should be considered in relation to the cost of living for its citizens.
3548_d99b707a376511ed9f040603bdd00153.wav,"So that we have a system that works for the benefit of the people of Kiambu. Thank you very much.I suspect that is all.Mr Speaker, Sir.",Supporting a proposal,Closing the discussion,Addressing the Speaker
3549_f260fa7a376b11eda89d0603bdd00153.wav,"The county, Mr Speaker, are grappling in abject poverty. Mr Speaker, Mr Speaker, I think it is important that we look into the recommendations of the committee, but the big question that I kept on asking the chair.",The speaker is highlighting a pressing issue in the county and seeking attention to it.,The speaker is requesting that the committee's recommendations be considered.,The speaker is seeking clarification from the chair on a specific question.
3550_0de2e4ac376c11eda89d0603bdd00153.wav,"Where is priority in this country, madam Speaker? Who speaks for the poor, madam Speaker? I think this house - or I don't know, we were told part of the budgeting that is done, corruption is already embedded in this budget. So unless that is the case, then",Questioning the allocation of priority in the country,Critiquing the representation of marginalized groups,Expressing skepticism about the integrity of the budgeting process
3553_3a4867d8376c11edbaf70603bdd00153.wav,Order number 8. Motion: extension of mandate of the Senate elect committee on the managed medical equipment services.,The speaker is proposing an extension of the mandate of the Senate elect committee.,The speaker is requesting an action from the legislative body regarding the managed medical equipment services.,The speaker is initiating a formal proposal to the legislative body.
3554_0888037c377411eda89d0603bdd00153.wav,"""You heard what senator Saka'adja said, I'm persuaded, we cannot disregard those views that have been stated from the floor and I beg to move."" ""A seconder?""",The speaker is agreeing with a previous statement and intends to support it.,The speaker is seeking to move forward with a proposal.,The speaker is requesting another member to second the proposal.
3556_c73a03bc376311ed8a810603bdd00153.wav,"In Migori and on behalf of the people of  Migori,I want to thank this house and sincerely together with our clerk and all our colleagues for contributing ",The speaker is expressing gratitude to the house and its members.,The speaker is acknowledging the contributions of the clerk and colleagues.,The speaker is showing appreciation for the support and participation of the house.
3557_2cc0212a376511ed9f040603bdd00153.wav,"Senator Ledama Ole Kina Narok county,[inaudible]Senator Poghisio Samuel Losron Westpokot county",Introducing a new participant to the discussion.,Establishing regional representation.,Requesting clarification on the audio quality.
3558_224b6536376211edb72e0603bdd00153.wav,"In fraudulently manipulated and therefore Madam Speaker I think it is very important to have a national legislation that will ensure counties are in a process where,when they are doing their own source revenue they have a legislative guidance especially to our county assemblies",The speaker is advocating for the establishment of national legislation to prevent fraudulent activities.,The speaker is emphasizing the importance of providing guidance to county assemblies in their revenue collection processes.,The speaker is calling for a standardized approach to revenue collection across counties to prevent manipulation.
3559_539e54e2376a11edb72e0603bdd00153.wav,"Sabotage the whole sustainability issue it is much cheaper, so when you say it's much cheaper you're comparing with power? Renewable energy from fossils fuels ",The speaker is questioning the basis of a comparison made by another party.,The speaker is challenging the cost-effectiveness of a proposal or policy.,The speaker is attempting to undermine the credibility of an argument or proposal.
3560_c467afe6377111edbaf70603bdd00153.wav,"Cruntney process. As part of the parliament of Kenya, the senate of Kenya has a role in making of laws of kenya which includes statutory instruments, excluding the senate from such an important aspect of law making would deny the county ",The speaker is opposing the exclusion of the senate from the law-making process.,The speaker is highlighting the significance of the senate's role in making laws in Kenya.,The speaker is arguing that excluding the senate from law-making would be detrimental to the county.
3561_2b6c21bc376e11ed93df0603bdd00153.wav,"Speaker I've seen a certain Bishop in Yatta. Who got in, you know, putting him? Just to prepare for people, because in Yatta there was a lot of drought there is even today.",The speaker is providing context for a proposal or statement.,The speaker is attempting to establish a connection or relevance between a person and a location.,The speaker is highlighting a specific issue or problem in the location of Yatta.
3563_b99504e0376411ed90f30603bdd00153.wav,"In second reading, other senators when this , in this resumption of debate, when this matter ended senator Naomi Nwako",The speaker is resuming debate on a matter.,The speaker is indicating the continuation of a discussion.,The speaker is referencing a previous point of discussion.
3564_88a5bc64376711ed8a810603bdd00153.wav,"Proven right in you in due process, because I am private conversations here about the Chairman of the Budget Appropriations Committee management were actually proposing to amend that date. So if, that is the case because already we've passed.",The speaker is questioning the legitimacy of the proposed amendment.,The speaker is pointing out a contradiction in the proposed amendment.,The speaker is arguing that the proposed amendment is unnecessary due to previous actions.
3565_add389ac376d11ed97f90603bdd00153.wav,"To create wealth and employment, we can't allow cartels to milk dry the very infamous sector that we are trying to help to boost the economy of the country, Mr Speaker. And I would want to see that the",The speaker is expressing opposition to cartels and their negative impact on the economy.,The speaker is advocating for policies that support the growth of the sector they are discussing.,The speaker is requesting the Speaker to take action or acknowledge their concerns.
3566_840d7de4377211ed93df0603bdd00153.wav,"Without being seen to pay a lot of attention in Samburu, we needed to make the citizens of this country from all our countries beliefs.",The speaker is attempting to justify a decision or action taken in Samburu.,The speaker is highlighting the importance of considering diverse perspectives from all regions of the country.,The speaker is suggesting that a particular action or policy is necessary to unite the citizens of the country.
3567_bb2eb074376611ed90f30603bdd00153.wav,"Land quoted the story of Kenyan government officials, Kenyan government officials pay money, cabinet secretary sat here in this beautiful senate and said they don't",The speaker is questioning the credibility of the Kenyan government officials.,The speaker is highlighting a contradiction in the statements made by the cabinet secretary.,The speaker is expressing skepticism towards the actions of the Kenyan government officials.
3568_bbe48096376d11ed97f90603bdd00153.wav,"2.1 billion has now been allocated to to to procure new ferries. It is now on record. Mr. Speaker, we have brought and maybe the Speaker that is courtesy of the statement that was brought by Senator Mutula Kilonzo. Let Senator Mutula Kilonzo Junior said he is not satisfied with it.",The speaker is announcing a significant allocation of funds for new ferries.,The speaker is referencing a previous statement made by Senator Mutula Kilonzo and acknowledging a differing opinion.,"The speaker is bringing a matter to the attention of the Speaker, possibly to seek recognition or action."
3569_b5951fc0375e11edb72e0603bdd00153.wav,"Fairness. Fairness in terms of distribution of development. Senator Wetangula last term,was always insistent in this house on publishing all projects that are happening in Kenya and where they are located in the country and you ask yourself.",The speaker is advocating for fairness in the distribution of development projects across the country.,The speaker is referencing a previous proposal by Senator Wetangula to increase transparency in project distribution.,The speaker is questioning the current distribution of development projects and seeking clarification on their locations.
3570_a2df054c376011ed90f30603bdd00153.wav,"To seriously investigate and come up with a report that would lead to [inaudible] to a solution to their various discrepancies. The prayers in this particular petitions were very clear, Mr. Speaker, that the families ",Support the investigation into the discrepancies,Justify the importance of the petitions,Request consideration for the families
3571_fcb9e01a375f11edaf5f0603bdd00153.wav,"And that is what is happening in Nandi county amd I it has and I agree with Senator Murugo that governors are trying to use ECD eachers as campaign tools for example my go a month or two weeks ago, three weeks ago, called entire ECD teachers of Nandi county, fed them",The speaker is expressing agreement with Senator Murugo's statement and providing a personal anecdote to support their claim.,The speaker is criticizing governors for using Early Childhood Development (ECD) teachers as campaign tools.,The speaker is sharing a personal experience to illustrate the alleged misuse of ECD teachers by governors.
3572_f8045e4c376411ed86640603bdd00153.wav,"So far he's done a good job in telling Kenyans what is going on and then also telling Kenyans what to do and what not to do to avoid this pandemic. But Mr Speaker, some measures that.",The speaker is expressing support for the current government's efforts in addressing the pandemic.,The speaker is highlighting the importance of clear communication in informing citizens about the pandemic.,The speaker is questioning the effectiveness of certain measures implemented to combat the pandemic.
3574_73d7b94a377111ed97f90603bdd00153.wav,"local and foreign contractors to undertake coprates social responsibilities activities in the counties where they operate,will as many or as of the opinion say i and those of the contrary opinion say...",Supporting a proposal to hold contractors accountable for their social responsibilities,Requesting consideration for the opinions of both sides,Contributing to a discussion on social responsibility in business operations
3576_288fe212375f11ed8a810603bdd00153.wav, some and then we devolve this issue after the very few light so that we ensure that we are brought on board or rather they choose that everybody discarded. The gross registration is one way of actually informing the country on how to plan,The speaker is suggesting a plan to devolve the issue to a smaller group for further discussion.,The speaker is advocating for transparency in planning by informing the country through a gross registration process.,The speaker is proposing a method to ensure everyone is on board with the plan.
3577_02b53ca4375f11edaf5f0603bdd00153.wav,Mr speaker i want to thank you for these opportunity. I rise pursuant to standing order number 47(1) to make a statement on (inaudible).,Express gratitude to the speaker,Request permission to make a statement,Provide a formal announcement
3578_de53fa0c375f11ed97f50603bdd00153.wav,During the constitution making process. The people felt that they were excluded from the health packages that had been drawn out to counties or to districts at that time in our called county.,The speaker is highlighting a historical issue with the constitution making process.,The speaker is pointing out a perceived injustice or exclusion in the past.,The speaker is setting the context for a discussion on a specific aspect of the constitution.
3579_71c824b2376911ed86640603bdd00153.wav,Speaker energy sources like nuclear were predicated upon the fact that if you operationalize the laps and corridor you would be able to have sufficient demand for that kind of output.  ,The speaker is attempting to justify the reliance on nuclear energy sources.,The speaker is providing a rationale for the feasibility of nuclear energy production.,The speaker is explaining the underlying assumption behind the use of nuclear energy.
3580_b6ad078e376211ed86640603bdd00153.wav,"Tribalism in a negative way because we are celebrating our own tribes in,within our vernacular stations. I would say on the flip side the positives are so many that it is a more effective method of having a conversation with our people in their own [inaudible].",The speaker is highlighting the potential drawbacks of tribalism in a negative context.,The speaker is emphasizing the benefits of using vernacular language to connect with people.,The speaker is suggesting that using local language is an effective way to communicate with the community.
3581_9c5f18f2376e11eda89d0603bdd00153.wav,"The committee that is going to look at this petition must not just come up, come back with directions, Mr Speaker, as to what they think about the welfare of veterans. I think the speaker and I dare say. The committee that is going to have this peti.",The speaker is requesting that the committee thoroughly consider the welfare of veterans in their review of the petition.,The speaker is urging the committee to provide a thoughtful and informed response to the petition.,The speaker is seeking a comprehensive evaluation from the committee regarding the petition's implications for veterans' welfare.
3582_dc4ab944377311ed93df0603bdd00153.wav,"his defense of the same loyalty Mr Speaker,so Mr Speaker I am not here to mourn Professor Kindiki, but today Mr Speaker I am here to mourn the Senate not to praise it,because today's business belongs Mr Speaker to the",The speaker is criticizing the Senate's current state.,The speaker is expressing a sense of loss or disappointment with the Senate's current state.,The speaker is setting a somber tone for the discussion of today's business.
3583_da5676be375f11eda0aa0603bdd00153.wav,"Since this Hall of Fame is actually going to be almost a national asset, it means I would like to expect Senator Architect Kasanga in a Hall of Fame in Turkana.",The speaker is proposing the inclusion of Senator Architect Kasanga in the Hall of Fame.,The speaker is providing a justification for the national significance of the Hall of Fame.,The speaker is nominating Senator Architect Kasanga for recognition in the Hall of Fame.
3584_8442c4f4376311ed97f50603bdd00153.wav,"[inaudible] more innovation in that industry because of dominance of one entity. Mr. Speaker Sir, there is what we call termination charges which an entity a company in telecommunication industry pays [inaudible]",The speaker is highlighting the need for increased innovation in the telecommunication industry.,The speaker is pointing out a potential issue with the dominance of one entity in the industry.,The speaker is bringing up a specific concern about termination charges in the telecommunication industry.
3585_a0591af6376011ed9ef90603bdd00153.wav,"whichever anyone looks, whichever way anyone looks at irrigation, it is an agricultural function. This bill is currently",To clarify the purpose of the bill in relation to its agricultural implications.,To establish the bill's focus on irrigation as an agricultural function.,To emphasize the bill's relevance to agricultural activities.
3586_7e4d6750376a11ed8a810603bdd00153.wav,"The matter of,the role of oversight of a Senator versus the role of oversight of a member of county assembly. Madam speaker because I'm being harassed i will have to end there and second this bill. Thank you.",The speaker is attempting to clarify a distinction between the roles of a Senator and a member of county assembly.,The speaker is expressing frustration and seeking to end the discussion due to being harassed.,The speaker is supporting the bill by seconding it.
3587_f82c512a377011ed97f90603bdd00153.wav,Mr. Speaker. Mr speaker we want to see that those who aid and abet crime are dealt with,Supporting a proposal for stricter punishment of those who aid and abet crime,Requesting action from the authorities to address the issue,Urging the enforcement of existing laws to hold individuals accountable
3588_404e975c376b11edb72e0603bdd00153.wav,issue very seriously thank you Mr speaker. ok chair agriculture you've had contributions should we expect you to provide a report in two weeks? okay honorable senators,Requesting clarification on the expected timeline for a report.,Seeking confirmation on the committee's responsibilities.,Expressing anticipation for a specific outcome or action.
3589_08036b4e376f11eda89d0603bdd00153.wav,"doctor did a daring move. Because he is saying that he had never done such an operation, he has never done it; but Madam Speaker he now had to engage the [inaudible] implants in terms of conferences, to see how he is going to",The speaker is providing justification for the doctor's actions.,The speaker is highlighting the doctor's experience and qualifications.,The speaker is seeking to establish the doctor's credibility in performing the operation.
3590_afa40e02376111ed86640603bdd00153.wav,"including blackmailing is count the executive committee, members and chief officers with one year contract who's renewal has undertaken arbitrary leaving the officers jitterly about there employment and creating a climate of fear and certainty.","The speaker is criticizing the executive committee for its arbitrary renewal policies, which are causing uncertainty and fear among members and officers.",The speaker is expressing concern about the impact of the executive committee's actions on the employment security of its members and officers.,"The speaker is accusing the executive committee of using coercive tactics, such as blackmail, to influence the behavior of its members and officers."
3591_59357bbc376811ed97f50603bdd00153.wav,"Are low enough for them to cross the Tana River, he said. Tanner that is be happy in Kikamba, Tana is be happy, be happy. Now we can cross and that is what today is called the Tana River. So all these stories come from books that are written by not ourselves.",To provide historical context and explanation,To illustrate a point through storytelling,To highlight the importance of external sources
3592_ddd86a7c376911ed8a810603bdd00153.wav,Got the only the only institution that is going to protect the interest of tighter county. Is the senate may we please visit whichever committee is given this opportunity invite me. I am ,Requesting to be invited to a committee,Seeking to represent the interests of the county,Requesting to participate in the legislative process
3593_08216d76376311ed86640603bdd00153.wav,"general therefore madam speaker, i must say i intend to move the bill. Who is your senator?Sakaja. Senator Sakaja",Move a bill forward,Identify a colleague,Introduce oneself
3594_cb175a44376211ed86640603bdd00153.wav,"Mushuruve for reminding us the very important radio day. Radio, madam speaker, has for many years been used",The speaker is acknowledging the importance of radio in the community.,The speaker is thanking Mushuruve for bringing up a significant point.,The speaker is highlighting the long-standing significance of radio in society.
3595_1b434b00376711edb0240603bdd00153.wav,"Silvia has really prepared us. I know Commissioner Cheriot has already said to that. Said that, but she has prepared us so that we can all contribute to this. So I also congratulate you preparing us",The speaker is expressing appreciation for the preparation provided by Silvia.,The speaker is acknowledging the previous statement made by Commissioner Cheriot.,The speaker is congratulating Silvia on her preparation efforts.
3596_1967bab2376e11ed93df0603bdd00153.wav,"I'm a neighbour if Nakuru County therefore by extension. I'll be glad if they're befitted that status because it means next on the line after Nakuru is Kenicho before you get to Kisomo so I know we should be next on line, thank you. ",The speaker is advocating for their constituency to be prioritized in a sequence or order.,The speaker is seeking to establish a logical connection between their constituency and the order of priority.,The speaker is requesting consideration for their constituency's status or position in a sequence.
3597_e0be2f5c376311ed8a810603bdd00153.wav,"Equally, amass 290 geographical areas. I mean we have to be serious as a country. The issue of PPP is not properly addressed by this bill. How do we ensure that we get... ",The speaker is expressing concern about the effectiveness of the proposed bill in addressing a critical issue.,The speaker is emphasizing the importance of taking a serious approach to a national problem.,The speaker is seeking clarification on how to effectively implement a key aspect of the bill.
3598_e127fcfa376011ed90f30603bdd00153.wav,"Has been having an abusive relationship with this lady and Madam Speaker, I hear, and the evidence will come out in good time, that this lady was hoodwinked in the name of reconciliation to meet her killer, Madam Speaker, and unfortunately.",The speaker is implying that the lady in question was manipulated into meeting her killer under false pretenses.,The speaker is suggesting that evidence will be presented to support their claim of manipulation.,The speaker is expressing a sense of foreboding or warning about the situation.
3599_2993ee8c376011ed9f040603bdd00153.wav,"[inaudible] thank you speaker. Mr. Speaker I beg to lay the following paper on the table [inaudible] today, the report of the standing committee on finance and",The speaker is presenting a document to the assembly.,The speaker is formally submitting a report to the committee on finance.,The speaker is bringing a matter to the attention of the assembly.
3600_f17b8168377311edbaf70603bdd00153.wav,"May not even be in this house if we had a single party, if it wasn't for Matiba and other heroes like the late Jaramogi, Oginga, Odinga, the Lat Machine, Ramiro, the latter Martin Shikuku.",Expressing gratitude and acknowledging the contributions of key figures,Highlighting the importance of unity in the face of a single-party system,Paying tribute to the legacy of influential individuals
3601_e46c8b38376511edb0240603bdd00153.wav,"More security, Mr. Speaker. We are. We are talking at a time when I read about a woman last week, a human rights activist who dropped her daughter to school on Thursday and she has never been found.",The speaker is drawing attention to a pressing issue of security.,The speaker is attempting to emphasize the urgency of the situation.,The speaker is setting the context for a discussion on a serious matter.
3602_ace7dfea377011edbaf70603bdd00153.wav,"Is the part of Create para sports associations in each of the 47 countries. I suggest that together with the legal department, you identify exactly which law might be very appropriate.",The speaker is proposing an action to create sports associations in multiple countries.,The speaker is requesting assistance from the legal department to identify relevant laws.,The speaker is seeking to initiate a collaborative effort to establish a framework for sports associations.
3604_8e74c262377011edbaf70603bdd00153.wav,"And wellbeing, acknowledging that sport can help reduce the stigma and discrimination associated with disability by transforming community attitudes towards persons with disabilities ",The speaker is attempting to highlight the positive impact of sport on societal attitudes towards people with disabilities.,The speaker is providing a justification for the importance of sport in promoting inclusivity and acceptance.,The speaker is emphasizing the role of sport in breaking down barriers and reducing stigma associated with disability.
3605_c0d76182376211ed8a810603bdd00153.wav,"We are headed as a country for even capital flight because most of these companies and in fact, I was watching a documentary on Al jazeera and",Providing justification,Requesting attention,Contributing to formal proceedings
3606_503c6578376a11edb72e0603bdd00153.wav,"Kenyan GDP per capita is about 2000 shillings 2000 US dollars per annum per person,so compare that level of development then you find in Australia they have courts they have not",The speaker is comparing the economic development of Kenya to that of Australia.,The speaker is highlighting a disparity in development between Kenya and Australia.,The speaker is setting a context for further discussion or comparison between the two countries.
3607_7b4561b2375f11ed97f50603bdd00153.wav,"(Inaudible) to protect the environment, to stop people from construction on (inaudible) land, to stop dumpings. Mr speaker, and to make sure that the environment",Support a proposal to protect the environment,Request the speaker to address environmental concerns,Urge the implementation of environmental regulations
3608_2c905462376611ed8a810603bdd00153.wav,"To the senators who have been held in comunicador are your senators Mr. Speaker, the city of these senators, Mr. Speaker is your business welcome from the speaker we say",The speaker is welcoming the senators to the session.,The speaker is acknowledging the presence of the senators.,The speaker is initiating the formal proceedings of the session.
3609_2fa81cd0376011edaf5f0603bdd00153.wav,"Being told when NMS is being formed it will assist the efficiency and effectiveness of Nairobi city county but what has happened,corruption has tripled corruption is now the order of day in Nairobi city county yet we were being told when you have a general when you have a military ",The speaker is criticizing the inefficiency of the Nairobi city county government.,The speaker is questioning the effectiveness of the newly formed NMS in addressing corruption.,The speaker is highlighting the contradiction between the promised benefits of NMS and the current state of corruption in Nairobi city county.
3610_655461c6376611edb72e0603bdd00153.wav,"[Inaudible] honourable senators, persuant to standing order 231, I shall now allow comments, observations, or clarifications in relation to petition for not more than 30 minutes. Senator Cheruiyot.",The speaker is setting a time limit for comments and clarifications on a petition.,The speaker is inviting other senators to contribute to the discussion.,The speaker is formalizing the proceedings according to parliamentary rules.
3611_0d4e770e377111ed97f90603bdd00153.wav,US in Resolve Resolving to translocate the 11 black Rhinos from Nairobi and Lake Nakuru National Park to surf for East National Park properly plan and fast think through the.,The speaker is proposing a resolution to relocate black rhinos from Nairobi and Lake Nakuru National Park to East National Park.,The speaker is advocating for a well-planned and efficient relocation process for the black rhinos.,The speaker is seeking to ensure the successful translocation of the black rhinos to their new habitat.
3612_63749ab2375f11ed8a810603bdd00153.wav,"Have health insurance. Madam Speaker, I will give an example of Moronga county. Moronga county as per 2019 census it had 318,100 thousand.",The speaker is providing evidence to support a proposal or argument.,The speaker is attempting to illustrate a point with a specific example.,The speaker is providing factual information to inform the discussion.
3614_b49ab310376c11ed93df0603bdd00153.wav,"They are not disciplined by the police, if I heard him correctly.And we have, of course.The National Police Commission now.We should be doing that.And that's why under the new.",The speaker is suggesting an alternative approach to current policing practices.,The speaker is referencing a relevant institution to support their argument.,The speaker is advocating for a change in the current system.
3615_04c4e12e376011edaf5f0603bdd00153.wav,(Inaudible) honorable sir speaker I was just bringing on board the fact that this report brings in the functions of the national government and the county government which are very important in ensuring that,The speaker is attempting to emphasize the significance of the report's content.,The speaker is highlighting the relevance of the report to the national and county governments.,The speaker is drawing attention to the report's comprehensive coverage of government functions.
3616_26c5fa2a376911edbaf70603bdd00153.wav,"Honourable speaker, I beg to move that the house to agree with the committee on the said report. Honourable senators,I will propose the",The speaker is proposing a motion for the house to agree with the committee's report.,The speaker is seeking the house's approval for the committee's report.,The speaker is initiating a formal proposal for the house to consider the committee's report.
3617_64750aea376a11edbaf70603bdd00153.wav,[inaudible] the two houses which one do you want to keep? so that you reduce cost the other one with 350 people would be the one to be sacrificed for this one which has 47 legislators representing the whole country and the whole counties. so again,The speaker is suggesting a cost-cutting measure by potentially downsizing one of the two houses.,"The speaker is advocating for the preservation of the house with 47 legislators, citing its representation of the country and counties.","The speaker is seeking clarification on which house to retain, implying a need for a decision on this matter."
3618_9f01e0cc376811ed97f50603bdd00153.wav,Judicial amendment made in section 23 of the copyright act by replacing the word National [inaudible] to the contemplated Kenya Heritage authority. Close 52 are ,The speaker is proposing an amendment to the copyright act.,"The speaker is providing a specific detail about the amendment, namely the section and the replacement of a word.","The speaker is bringing the discussion to a close, possibly to move on to the next agenda item."
3619_5e7e8ecc377411ed97f90603bdd00153.wav,"The father of Senator Mutula? The latter,Senior Counsel, Senator from McQueen, Mutilate Lonzo. And I want to say this, Madam Speaker,very objectively and very professionally that.",The speaker is inquiring about the identity of a senator.,The speaker is attempting to introduce a senator for formal recognition.,The speaker is expressing a desire to address the speaker of the house in a formal and professional manner.
3620_924c683a376711edb0240603bdd00153.wav,"Account sone of the things Senator Abshiru, thank you very much. That you have said about institutionalisation. Because when you think Malari institutional breakdown complete. Then you are just killing Kenyans. And in fact to one person in one submission did say to me Senator ",The speaker is expressing strong opposition to the idea of institutional breakdown in Malari.,"The speaker is emphasizing the severity of the consequences of institutional breakdown, implying that it is equivalent to killing Kenyans.",The speaker is seeking to understand the views of another person who made a submission on the matter.
3621_fd275218376811ed93df0603bdd00153.wav,to us had already {inaudible}for information from us .so the 2 weeks that i am proposing is intended to allow parliament to look at the practicality  of allowing us after the 2 weeks to be meeting once a week so,The speaker is proposing a time frame for parliament to assess the feasibility of a new schedule.,The speaker is seeking to establish a temporary arrangement for parliament to meet once a week.,The speaker is requesting time for parliament to evaluate the practicality of a proposed change.
3622_2e3516a6376411ed97f50603bdd00153.wav,honorable senators you are aware because of numbers we couldn't proceed the division of code number eight so i would like to formally...    ,Requesting a procedural clarification due to a technical issue.,Seeking to formally address a previous matter.,Expressing a desire to continue with a specific proposal.
3623_e261915a376d11edbaf70603bdd00153.wav,To defer or to disagree with a position that has been taken by the executive and,The speaker is expressing a disagreement with the executive's stance.,The speaker is seeking to delay or reject the executive's proposal.,The speaker is providing an opposing viewpoint to the executive's position.
3624_b726953a376d11ed97f90603bdd00153.wav,"""We give an order""""Order members .Senetor Fariya what is your point of intervention? Let's consult in low tones members""""Mr speaker, i beg to humbly disagree with the chairman of transport because i also had a..""",Requesting clarification,Providing justification,Requesting to speak
3625_84f4dfbe376711ed9ef90603bdd00153.wav,"Thanks to citizens Mr speaker. Mr speaker, I know everybody talks about the law is very clear. The law is very clear. How clear is the law that it is not implemented.  So this bill tries to go beyond to say the law is very clear spelling out",To question the effectiveness of the existing law,To propose an amendment to clarify the law,To express skepticism about the clarity of the law
3626_fc3a3e3a376611ed97f50603bdd00153.wav,"Out, Madam Speaker.Is enough to pay poor Kenyans, poor households 6.1000 shillings every day, Madam Speaker.All we need to do is to seal the loopholes.Of corruption and.",The speaker is advocating for a policy change to support low-income households.,The speaker is suggesting a solution to address the issue of corruption.,The speaker is requesting that the current system be improved to prevent exploitation.
